DHSID,DHSYEAR,URBAN_RURA,LATNUM,LONGNUM,ALT_GPS,ALT_DEM,DATUM,BUFF_DIST,intersect_count,area_overlap,percent_overlap,area_by_count,nearest_concession,area_overlap_dissolved,percent_overlap_dissolved,total_dist,avg_dist
LB198600000369,1986,R,6.2167,-10.5,9999,5,WGS84,5000,14,5237.287315,66.70867107,374,584,5144.724412,65.52967364,81063501,136012.5856
LB201300000129,2013,R,5.03456,-9.061165,21,19,WGS84,5000,3,5122.440963,65.2902782,1707,72,5122.010391,65.28479016,,
LB200700000180,2007,R,6.429142164,-10.05988558,395,107,WGS84,5000,3,5116.699149,65.19498631,1706,70,5116.6991,65.19498568,,
LB200700000271,2007,R,5.380701052,-9.518895336,-7,11,WGS84,5000,3,5087.436569,64.83888158,1696,577,5087.436538,64.83888118,100362143,168392.8574
LB201300000010,2013,R,5.829602,-9.790319,61,56,WGS84,5000,3,5078.121535,64.71319097,1693,463,5078.121518,64.71319077,,
LB201300000083,2013,R,7.59363,-10.602082,369,366,WGS84,5000,4,5576.587066,71.02392411,1394,292,5066.686551,64.52978439,,
LB200700000076,2007,R,6.21476838,-8.043084235,219,230,WGS84,5000,2,5046.753255,64.30779224,2523,93,5039.1876,64.21138758,,
LB198600000404,1986,R,4.55,-8.05,9999,10,WGS84,5000,2,10064.48569,128.2461081,5032,123,5032.374649,64.12473355,,
LB201300000214,2013,R,6.77846,-10.026456,134,133,WGS84,5000,4,6871.800473,87.55969247,1718,464,4980.784498,63.46458408,,
LB200700000259,2007,R,4.80224939,-7.627701427,29,28,WGS84,5000,4,8059.087714,102.6617977,2015,516,4967.517132,63.27940045,,
LB200900000008,2009,R,6.711141,-10.906878,9999,31,WGS84,5000,3,12192.78793,155.2377561,4064,55,4935.782197,62.23205652,,
LB200700000153,2007,R,6.783397365,-9.10559101,214,222,WGS84,5000,2,9837.144843,125.3832879,4919,52,4918.572423,62.69164394,89581509,150304.5453
LB201300000068,2013,R,5.529294,-9.6104,32,27,WGS84,5000,3,9617.461566,122.5697641,3206,17,4811.53146,61.32057528,,
LB200900000004,2009,R,6.695402,-10.97133,9999,36,WGS84,5000,11,11500.22327,146.4089853,1045,55,4767.068606,60.10674625,,
LB201300000246,2013,R,4.962463,-8.943866,27,19,WGS84,5000,1,4672.671378,59.55755686,4673,72,4672.671404,59.55755719,,
LB201100000003,2011,R,6.522167,-10.833441,9999,14,WGS84,5000,2,4667.763964,59.43454954,2334,582,4667.763946,59.43454932,,
LB201100000034,2011,R,6.266799,-10.326205,9999,56,WGS84,5000,6,11173.56782,142.3418025,1862,464,4634.83395,59.04386401,76832078,128912.8826
LB200700000185,2007,R,7.230830676,-9.39621803,367,370,WGS84,5000,1,4634.640893,59.07008078,4635,54,4634.640989,59.070082,,
LB200700000238,2007,R,5.775107635,-8.547654552,139,183,WGS84,5000,3,6374.519544,81.24423152,2125,14,4629.020148,58.99757339,,
LB201100000145,2011,R,5.047491,-8.487729,9999,92,WGS84,5000,3,8027.853805,102.3144156,2676,29,4620.431099,58.88705987,,
LB198600000380,1986,R,6.0833,-9.8333,9999,83,WGS84,5000,2,5112.177158,65.14581276,2556,61,4560.876697,58.12044656,77329532,129747.5369
LB201300000292,2013,R,6.053767,-10.010978,46,31,WGS84,5000,2,4572.762958,58.26612439,2286,61,4554.210658,58.02973107,,
LB200700000297,2007,R,5.406537977,-8.914344163,179,78,WGS84,5000,2,6942.890015,88.49349934,3471,110,4554.015711,58.04510592,,
LB201100000029,2011,R,6.618727,-9.846887,9999,184,WGS84,5000,2,7135.364161,90.92722681,3568,313,4538.661076,57.83697311,,
LB200700000027,2007,R,7.126579203,-9.971753151,0,203,WGS84,5000,3,5506.542028,70.16607534,1836,462,4474.706278,57.01810252,81455702,136670.6409
LB201100000134,2011,R,5.572225,-9.705882,9999,39,WGS84,5000,3,5216.853163,66.48366173,1739,42,4472.752435,57.00082994,92476078,155161.2047
LB200700000109,2007,R,8.363758555,-9.889540907,530,534,WGS84,5000,1,4460.859135,56.84436429,4461,232,4460.859178,56.84436485,,
LB200700000294,2007,R,5.514225782,-9.56007509,52,22,WGS84,5000,4,7172.945791,91.41726207,1793,17,4446.211198,56.66576413,94968655,159343.3809
LB201300000107,2013,R,4.812956,-7.615071,28,28,WGS84,5000,4,6222.10779,79.26033701,1556,516,4391.148462,55.93665662,,
LB200700000186,2007,R,6.047714148,-8.050662121,199,198,WGS84,5000,1,4368.776399,55.66896826,4369,83,4368.776337,55.66896747,,
LB198600000358,1986,R,6.8167,-9.9333,9999,262,WGS84,5000,2,4400.567426,56.07462266,2200,24,4356.022624,55.50700656,74751079,125421.2735
LB200700000090,2007,R,6.291020565,-8.932958269,205,203,WGS84,5000,3,4647.846292,59.2411141,1549,481,4334.72961,55.25015142,91767618,153972.5134
LB198600000303,1986,R,7.3333,-11.1333,9999,144,WGS84,5000,8,11468.37464,145.9747053,1434,474,4325.723019,55.05977635,,
LB198600000386,1986,R,5.5667,-9.7167,9999,19,WGS84,5000,3,4516.20205,57.55428315,1505,42,4319.306292,55.04505214,92674980,155494.9329
LB201100000017,2011,R,6.965929,-9.612008,9999,248,WGS84,5000,8,12321.54014,157.0319055,1540,85,4317.634807,55.02610982,,
LB200700000279,2007,R,7.084077599,-9.435675608,280,280,WGS84,5000,4,4346.739378,55.40012693,1087,54,4273.961045,54.47255145,,
LB198600000206,1986,R,6.0667,-8.1333,9999,209,WGS84,5000,1,4267.16287,54.37663743,4267,83,4267.16287,54.37663743,124278268,208520.5839
LB198600000207,1986,R,6.0667,-8.1333,9999,209,WGS84,5000,1,4267.16287,54.37663743,4267,83,4267.16287,54.37663743,124278268,208520.5839
LB198600000209,1986,R,6.0667,-8.1333,9999,209,WGS84,5000,1,4267.16287,54.37663743,4267,83,4267.16287,54.37663743,124278268,208520.5839
LB201300000090,2013,R,5.948002,-9.905863,55,56,WGS84,5000,1,4255.882812,54.23174748,4256,61,4255.88291,54.23174873,,
LB201300000319,2013,R,4.513856,-7.935317,30,14,WGS84,5000,2,8480.025067,108.048601,4240,123,4240.18023,54.02643722,,
LB200700000250,2007,R,7.277802758,-8.414452924,358,354,WGS84,5000,2,8468.123492,107.923074,4234,115,4234.0642,53.96156825,,
LB200700000014,2007,R,6.27584674,-10.38326792,11,18,WGS84,5000,4,4256.499711,54.22166633,1064,464,4184.29371,53.30186604,77610237,130218.5185
LB200900000087,2009,R,4.516761,-7.700708,9999,40,WGS84,5000,2,8289.368535,105.6014902,4145,220,4141.910762,52.41441367,,
LB198600000106,1986,R,5.3,-8.9334,9999,88,WGS84,5000,2,4136.923511,52.72892988,2068,110,4113.007026,52.42409208,,
LB201100000015,2011,R,6.81017,-9.89639,9999,304,WGS84,5000,4,4454.553758,56.76370712,1114,24,4103.232253,52.28687014,,
LB200700000100,2007,R,6.102044214,-7.992267713,231,228,WGS84,5000,2,3947.184873,50.29511417,1974,83,3947.18482,50.2951135,130968080,219745.1007
LB200900000015,2009,R,6.81017,-9.89639,9999,304,WGS84,5000,4,4454.553758,56.76370712,1114,24,3870.428604,48.78997464,,
LB200900000109,2009,U,6.298978,-10.777509,9999,6,WGS84,2000,0,0,0,0,573,3855.325012,304.1706641,87655707,147073.3339
LB198600000117,1986,R,4.9008,-8.845,9999,21,WGS84,5000,5,4462.995682,56.88468303,893,72,3848.142964,49.0478612,130204836,218464.4899
LB201300000112,2013,R,6.195715,-10.269144,49,49,WGS84,5000,4,12064.18397,153.694376,3016,448,3784.213212,48.20983247,,
LB201300000286,2013,R,6.945304,-9.564367,278,267,WGS84,5000,3,11342.41561,144.5558966,3781,111,3780.806238,48.18531205,,
LB200900000017,2009,R,6.965929,-9.612008,9999,248,WGS84,5000,8,12321.54015,157.0319057,1540,85,3720.892801,46.8899567,,
LB200700000249,2007,R,5.283900702,-8.338327798,0,134,WGS84,5000,2,5258.700864,67.01819176,2629,28,3685.964973,46.97485439,,
LB200700000175,2007,R,6.39549183,-10.65114339,52,25,WGS84,5000,1,3642.829705,46.39298414,3643,530,3642.829648,46.39298342,81928459,137463.8574
LB201300000183,2013,R,4.567018,-8.216475,15,12,WGS84,5000,1,3631.967293,46.28419716,3632,436,3631.967199,46.28419596,164016401,275195.3037
LB198600000406,1986,R,4.6667,-8.4167,9999,9,WGS84,5000,3,5705.335434,72.71235667,1902,436,3623.00981,46.1738989,,
LB198600000367,1986,R,7.1994,-9.2083,9999,289,WGS84,5000,3,10673.89421,136.0470905,3558,449,3557.964716,45.34902991,95937395,160968.7836
LB201300000025,2013,R,6.927487,-11.19919,45,52,WGS84,5000,5,3516.089184,44.75041556,703,552,3516.06113,44.75005851,104460291,175268.9446
LB198600000313,1986,R,8.2783,-10.295,9999,388,WGS84,5000,2,5981.127738,76.19674459,2991,377,3515.250885,44.78263725,135471890,227301.8289
LB201100000057,2011,R,4.658052,-8.401574,9999,8,WGS84,5000,3,4743.100971,60.44871064,1581,436,3511.771035,44.75595868,153533207,257606.052
LB201100000150,2011,R,5.27454,-9.182003,9999,65,WGS84,5000,2,4112.30006,52.41462383,2056,585,3426.054485,43.66786334,108067237,181320.8674
LB201300000272,2013,R,4.736726,-7.642873,41,44,WGS84,5000,2,3418.8662,43.55224213,1709,57,3418.866211,43.55224227,180033436,302069.5235
LB200700000087,2007,R,7.635201718,-10.54742093,0,390,WGS84,5000,3,6646.082562,84.6495199,2215,73,3410.978963,43.44480059,105568176,177127.8121
LB200900000041,2009,R,7.224835,-11.142653,9999,107,WGS84,5000,7,6403.528301,81.50599133,915,535,3361.703443,42.34032967,,
LB201300000048,2013,R,4.42654,-7.778554,36,13,WGS84,5000,1,3313.311803,42.21208772,3313,220,3313.311753,42.21208709,187466583,314541.2466
LB201300000145,2013,R,6.364476,-10.491269,23,20,WGS84,5000,2,3302.342376,42.06313045,1651,464,3302.34234,42.06312999,,
LB198600000101,1986,R,5.0833,-9.1,9999,24,WGS84,5000,3,3293.561134,41.9794225,1098,72,3293.561123,41.97942236,117285501,196787.7534
LB201300000194,2013,R,5.899053,-7.781028,9999,184,WGS84,5000,1,3292.138622,41.94250413,3292,33,3292.138688,41.94250498,143017795,239962.7433
LB200900000139,2009,R,5.380338,-7.958971,9999,263,WGS84,5000,4,12471.19929,158.904868,3118,94,3276.712306,41.41299099,,
LB200700000265,2007,R,4.828692542,-8.740699692,-9,9,WGS84,5000,3,7369.933545,93.93484716,2457,320,3216.052363,40.9907885,135936240,228080.9396
LB201100000007,2011,R,6.953674,-10.892484,9999,110,WGS84,5000,2,3250.755053,41.3891254,1625,461,3191.374658,40.63308486,91583347,153663.3339
LB198600000399,1986,R,6.4833,-8.85,9999,255,WGS84,5000,5,3952.362814,50.37625725,790,16,3180.479256,40.53793862,94758304,158990.443
LB200700000151,2007,R,8.397429124,-10.28823218,481,455,WGS84,5000,1,3162.566491,40.28982841,3163,69,3162.566491,40.28982841,142259493,238690.4245
LB198600000108,1986,R,5.3333,-8.9667,9999,114,WGS84,5000,2,3608.744888,45.99684958,1804,110,3050.752604,38.88471283,109828247,184275.5822
LB200900000068,2009,U,6.545993,-10.362213,9999,90,WGS84,2000,5,4436.951031,353.3980375,887,13,3050.004993,240.5202752,,
LB200700000270,2007,R,8.208251636,-9.887494811,559,561,WGS84,5000,7,3398.714056,43.30957526,486,232,3028.871939,38.59670306,129724190,217658.0369
LB201300000186,2013,R,6.6051,-10.853371,20,25,WGS84,5000,3,3023.070391,38.49185478,1008,55,3023.070401,38.4918549,87275916,146436.1007
LB200700000162,2007,R,7.948079116,-10.046962,477,469,WGS84,5000,1,3010.275627,38.3561604,3010,580,3010.275679,38.35616106,115795867,194288.3674
LB200700000009,2007,R,6.109243959,-10.24742124,11,21,WGS84,5000,1,3004.726685,38.28001756,3005,584,3004.726708,38.28001785,78969369,132498.9413
LB200900000082,2009,R,4.477381,-7.737504,9999,21,WGS84,5000,1,7849.183662,99.99667159,7849,220,2980.255532,37.71606263,,
LB198600000376,1986,R,6.165,-10.2458,9999,17,WGS84,5000,4,8574.800963,109.2425372,2144,448,2974.561749,37.89576851,77670432,130319.5168
LB200700000136,2007,R,6.706199915,-8.772704239,218,258,WGS84,5000,2,4335.818381,55.26324046,2168,96,2960.360497,37.73200342,,
LB200900000100,2009,U,6.328796,-10.768341,9999,10,WGS84,2000,1,3.754357015,0.298914894,4,155,2883.503204,227.4848206,86757103,145565.6091
LB200700000257,2007,R,5.085261478,-7.522871172,97,95,WGS84,5000,3,3784.29494,48.20240381,1261,489,2859.993048,36.42912141,173615284,291300.8121
LB200900000069,2009,U,6.534647,-10.326792,9999,109,WGS84,2000,3,3766.424354,300.0000001,1255,13,2842.808452,224.1859209,,
LB201100000033,2011,R,5.874646,-9.839667,9999,41,WGS84,5000,3,3295.541473,41.9958058,1099,329,2840.463594,36.19664885,82447052,138333.9799
LB201100000043,2011,R,6.982144,-11.384609,9999,12,WGS84,5000,3,3611.819318,45.95701201,1204,512,2827.731215,35.98022657,115350802,193541.6141
LB201100000014,2011,R,7.089983,-9.458551,9999,277,WGS84,5000,1,2759.203681,35.16642628,2759,54,2759.203682,35.1664263,87056916,146068.651
LB201300000060,2013,R,7.152363,-9.786509,217,215,WGS84,5000,4,6969.103368,88.81122346,1742,85,2708.727743,34.51884873,83635721,140328.3909
LB201300000049,2013,R,6.176461,-8.005176,239,251,WGS84,5000,2,2681.93312,34.17351995,1341,93,2681.933058,34.17351915,130186324,218433.4295
LB201300000310,2013,R,6.442637,-10.833782,38,11,WGS84,5000,4,2635.837887,33.56205002,659,403,2635.837916,33.56205038,87548846,146894.0369
LB198600000221,1986,R,4.85,-7.6,9999,31,WGS84,5000,3,3139.104584,39.98698376,1046,516,2622.554141,33.40698821,177732317,298208.5856
LB198600000222,1986,R,4.85,-7.6,9999,31,WGS84,5000,3,3139.104584,39.98698376,1046,516,2622.554141,33.40698821,177732317,298208.5856
LB201300000176,2013,R,7.272296,-8.371226,339,335,WGS84,5000,2,5202.078131,66.29749426,2601,115,2601.041132,33.14877346,,
LB201300000184,2013,R,7.032983,-9.903564,225,225,WGS84,5000,5,7746.239474,98.70879981,1549,85,2590.735177,33.01322672,79342725,133125.3775
LB200900000138,2009,U,4.866325,-7.618513,9999,68,WGS84,2000,1,256.3073303,20.41418677,256,30,2528.950456,200,176216245,295664.8406
LB200700000272,2007,R,6.385177941,-10.57644225,167,40,WGS84,5000,1,2496.675678,31.7985469,2497,530,2496.675583,31.79854568,80052254,134315.8624
LB200900000088,2009,U,6.367844,-10.78507,9999,9,WGS84,2000,1,8.927971751,0.710815731,9,144,2492.971026,196.6605063,86687821,145449.3641
LB200900000102,2009,U,6.362465,-10.768001,9999,7,WGS84,2000,2,9.636949456,0.767276285,5,155,2471.083785,194.935897,86153879,144553.4883
LB200700000147,2007,R,6.383589539,-10.75062843,108,13,WGS84,5000,17,2696.454749,34.33697504,159,379,2467.037898,31.41555361,85203896,142959.557
LB198600000360,1986,R,6.9833,-9.9667,9999,216,WGS84,5000,6,4403.930515,56.11641172,734,125,2448.698634,31.20216821,77792975,130525.1258
LB198600000397,1986,R,7.1992,-8.5542,9999,352,WGS84,5000,2,4892.582037,62.35684265,2446,115,2446.31336,31.17870607,117797489,197646.7936
LB200900000143,2009,U,5.019792,-9.050938,9999,10,WGS84,2000,2,906.9207762,72.27572126,453,72,2353.957228,186.1188282,,
LB201100000131,2011,R,5.563643,-9.327296,9999,94,WGS84,5000,5,2599.457759,33.13146839,520,565,2332.850147,29.73341291,95411279,160086.0386
LB201100000124,2011,R,7.392357,-8.449467,9999,435,WGS84,5000,1,2323.556601,29.61321866,2324,505,2323.556599,29.61321863,127715590,214287.9027
LB201300000089,2013,R,7.050203,-9.367206,268,280,WGS84,5000,1,2270.92776,28.94394233,2271,54,2270.927663,28.94394108,88016856,147679.2886
LB201100000126,2011,R,7.385457,-8.815659,9999,381,WGS84,5000,3,6670.109934,85.01598544,2223,469,2261.345681,28.82269309,113564716,190544.8255
LB200700000290,2007,R,7.226790234,-8.991067871,291,284,WGS84,5000,2,2569.608511,32.75208881,1285,87,2203.361042,28.0839187,102939612,172717.4698
LB200900000103,2009,U,6.365558,-10.79327,9999,5,WGS84,2000,1,3.662836438,0.291620389,4,144,2170.038461,171.1863909,87030714,146024.6879
LB200900000148,2009,R,5.013238,-8.920403,9999,17,WGS84,5000,1,7845.647393,99.99999998,7846,72,2163.675221,27.36129907,,
LB201300000299,2013,R,4.415749,-7.597271,19,19,WGS84,5000,1,2128.84874,27.11791732,2129,220,2128.848753,27.11791749,195832661,328578.2903
LB198600000375,1986,R,6.1333,-10.25,9999,14,WGS84,5000,4,2693.628062,34.31657629,673,584,2073.399024,26.41491481,78436966,131605.6477
LB201300000137,2013,R,6.910151,-10.870579,66,63,WGS84,5000,6,6258.652188,79.68811519,1043,346,2059.836059,26.22680542,90094331,151164.9849
LB198600000122,1986,R,4.9833,-9.0333,9999,2,WGS84,5000,2,2060.613275,26.26445529,1030,72,2040.356906,26.00626881,122896271,206201.797
LB198600000123,1986,R,4.9833,-9.0333,9999,2,WGS84,5000,2,2060.613275,26.26445529,1030,72,2040.356906,26.00626881,122896271,206201.797
LB198600000124,1986,R,4.9833,-9.0333,9999,2,WGS84,5000,2,2060.613275,26.26445529,1030,72,2040.356906,26.00626881,122896271,206201.797
LB201300000078,2013,R,8.219465,-9.775126,539,537,WGS84,5000,2,2015.209476,25.68111481,1008,45,2015.209496,25.68111505,,
LB200900000003,2009,R,6.522167,-10.833441,9999,14,WGS84,5000,2,4667.763963,59.43454953,2334,582,2011.884268,25.37598597,,
LB200900000110,2009,U,6.283905,-10.770282,9999,12,WGS84,2000,0,0,0,0,573,2000.982753,157.8744795,87695262,147139.7013
LB198600000364,1986,R,6.9833,-9.2333,9999,253,WGS84,5000,1,1991.376149,25.38155417,1991,52,1991.376285,25.38155591,89749875,150587.0386
LB198600000368,1986,R,6.9833,-9.2333,9999,253,WGS84,5000,1,1991.376149,25.38155417,1991,52,1991.376285,25.38155591,89749875,150587.0386
LB200700000059,2007,R,6.979622365,-9.582503854,246,252,WGS84,5000,8,5786.110913,73.74189357,723,527,1960.175996,24.98173502,82020520,137618.3221
LB201300000110,2013,R,6.650342,-8.955523,237,233,WGS84,5000,2,1945.506261,24.79730162,973,504,1900.45163,24.22303809,92488413,155181.901
LB200900000141,2009,R,5.107786,-8.075054,9999,304,WGS84,5000,2,15695.34918,199.9999995,7848,109,1824.29418,23.06628946,,
LB200900000071,2009,R,6.409153,-10.361971,9999,98,WGS84,5000,7,20643.03825,262.9672656,2949,464,1811.492618,22.85341011,,
LB198600000107,1986,R,5.2908,-9.005,9999,89,WGS84,5000,2,1791.006118,22.82806587,896,43,1791.006214,22.8280671,110569222,185518.8289
LB200900000133,2009,R,6.196549,-9.359404,9999,173,WGS84,5000,1,7803.217584,99.45549117,7803,82,1790.847522,22.60197238,,
LB200900000111,2009,U,6.301051,-10.765468,9999,11,WGS84,2000,0,0,0,0,573,1767.643111,139.459859,87181020,146276.8792
LB200700000042,2007,R,7.677865852,-10.67988052,0,310,WGS84,5000,3,1816.439644,23.13256957,605,205,1759.331571,22.40529163,110553958,185493.2181
LB200900000090,2009,U,6.269368,-10.723475,9999,21,WGS84,2000,0,0,0,0,573,1730.973528,136.5748749,86361128,144901.2215
LB200700000022,2007,R,5.995133863,-9.700915022,270,77,WGS84,5000,2,1728.231718,22.02466486,864,465,1728.231738,22.02466511,79897106,134055.547
LB198600000308,1986,R,8.0167,-9.45,9999,466,WGS84,5000,1,1688.953683,21.52600068,1689,90,1688.953744,21.52600144,123935877,207946.1023
LB200700000112,2007,R,5.362245722,-9.116312521,391,73,WGS84,5000,1,1614.204751,20.57448093,1614,43,1614.204806,20.57448162,105842256,177587.6779
LB200900000011,2009,U,6.98021,-9.472848,9999,246,WGS84,2000,3,145.8973429,11.6262986,49,527,1606.442402,126.5716053,84098975,141105.6628
LB201300000260,2013,R,6.989796,-11.354,9999,16,WGS84,5000,2,1600.045816,20.35997547,800,512,1600.045878,20.35997626,113731958,190825.4329
LB201100000149,2011,R,5.37024,-8.991501,9999,95,WGS84,5000,3,2127.427875,27.11607879,709,110,1599.297181,20.38455399,108006921,181219.6661
LB201300000033,2013,R,5.321704,-9.002465,94,92,WGS84,5000,2,1571.228776,20.02679607,786,43,1571.228869,20.02679725,109491827,183711.1191
LB200900000026,2009,U,5.873081,-10.045396,9999,12,WGS84,2000,2,0.150048859,0.011953968,0,143,1549.362957,122.3332705,83231204,139649.6711
LB201100000084,2011,R,4.759188,-7.621161,9999,47,WGS84,5000,2,1540.267335,19.62079843,770,57,1539.811173,19.61498758,180183864,302321.9195
LB201300000318,2013,R,8.385426,-9.92909,511,509,WGS84,5000,1,1535.251339,19.56316088,1535,232,1535.251403,19.56316169,139804813,234571.8339
LB201300000006,2013,R,7.044525,-8.85567,9999,231,WGS84,5000,2,1768.669358,22.54322115,884,466,1514.471521,19.3032498,102619322,172180.0705
LB200900000112,2009,U,6.285197,-10.748157,9999,10,WGS84,2000,0,0,0,0,573,1502.114628,118.514261,86884728,145779.745
LB200900000115,2009,U,6.429608,-10.788683,9999,18,WGS84,2000,1,1256.022366,99.99999964,1256,530,1501.664202,118.4463373,,
LB201300000117,2013,R,7.187869,-8.545572,357,362,WGS84,5000,2,3003.254696,38.27693423,1502,115,1501.627811,19.13847301,117855665,197744.4044
LB200700000212,2007,R,6.245217593,-10.3658494,-3,14,WGS84,5000,1,1451.768667,18.49370578,1452,464,1451.768616,18.49370513,77866970,130649.2785
LB201300000218,2013,R,6.018121,-8.124344,226,230,WGS84,5000,1,1416.759616,18.05374172,1417,83,1416.759609,18.05374163,124960702,209665.6074
LB198600000402,1986,R,6.9,-9.05,9999,244,WGS84,5000,2,2459.115356,31.34372631,1230,504,1302.168851,16.5973605,93254530,156467.3322
LB201300000052,2013,R,7.424318,-8.489544,467,472,WGS84,5000,1,1281.062719,16.32707257,1281,505,1281.062795,16.32707355,127059160,213186.5101
LB200900000012,2009,U,6.799467,-9.937102,9999,264,WGS84,2000,1,461.2242581,36.74686172,461,25,1268.725581,100,74467055,124944.7232
LB200900000045,2009,U,6.442877,-8.538047,9999,273,WGS84,2000,4,2363.354491,188.3320483,591,121,1267.833551,100,,
LB200900000034,2009,R,6.266799,-10.326205,9999,56,WGS84,5000,6,11173.56849,142.3418111,1862,464,1267.410929,15.99368622,76832078,128912.8826
LB200900000137,2009,U,5.373386,-7.987548,9999,263,WGS84,2000,2,1838.421378,146.4647663,919,103,1265.451604,99.99999997,,
LB201300000015,2013,U,7.13783,-11.288176,45,37,WGS84,2000,1,1256.791507,99.99999981,1257,512,1256.791506,99.99999971,,
LB201100000036,2011,U,6.818351,-11.145183,9999,39,WGS84,2000,2,2383.616095,189.6947875,1192,68,1256.553295,100.0000003,,
LB198600000320,1986,U,6.6833,-10.8833,9999,42,WGS84,2000,2,1275.889861,101.5712004,638,55,1256.153176,99.99999996,,
LB201300000201,2013,U,6.877522,-10.835432,3,66,WGS84,2000,4,5024.337896,400.0000004,1256,346,1256.08447,99.99999974,,
LB198600000319,1986,U,6.875,-10.8333,9999,60,WGS84,2000,4,5024.32608,400,1256,346,1256.081517,99.99999973,,
LB201300000082,2013,U,6.879546,-10.827868,23,59,WGS84,2000,4,5024.295764,400.0000006,1256,346,1256.073939,99.99999995,,
LB201100000115,2011,U,6.429608,-10.788683,9999,18,WGS84,2000,1,1256.022368,99.99999962,1256,530,1256.022371,99.99999985,,
LB201100000020,2011,U,6.98128,-10.785255,9999,106,WGS84,2000,1,1256.01495,100.0000003,1256,461,1256.014949,100.0000002,,
LB198600000348,1986,U,6.4333,-10.7167,9999,12,WGS84,2000,5,1325.741574,105.5588614,265,530,1255.926367,99.99999984,,
LB200700000258,2007,U,6.426353293,-10.61308672,196,62,WGS84,2000,1,1255.795158,99.99999979,1256,530,1255.795156,99.99999962,,
LB201100000061,2011,U,8.059294,-10.496419,9999,265,WGS84,2000,1,1255.650989,100.0000001,1256,132,1255.650988,100,,
LB200700000083,2007,U,7.07596622,-10.47709604,0,187,WGS84,2000,2,1257.51148,100.1495974,629,17,1255.633088,100.0000002,,
LB201300000066,2013,U,6.182569,-10.448955,19,18,WGS84,2000,1,1255.604775,100.0000001,1256,584,1255.604774,100,,
LB198600000350,1986,U,6.365,-10.375,9999,21,WGS84,2000,4,4736.417356,377.2460307,1184,448,1255.524772,100.0000002,,
LB198600000351,1986,U,6.425,-10.3667,9999,108,WGS84,2000,4,3299.698621,262.8161456,825,13,1255.515947,99.99999996,,
LB201100000068,2011,U,6.545993,-10.362213,9999,90,WGS84,2000,5,4436.951092,353.3980383,887,13,1255.510954,99.99999977,,
LB200700000179,2007,U,6.534771519,-10.36200478,93,95,WGS84,2000,4,4594.343654,365.9342288,1149,13,1255.51077,100,,
LB200700000129,2007,U,6.539692747,-10.3572735,76,93,WGS84,2000,5,4383.040833,349.1055651,877,13,1255.505872,100.0000008,,
LB200700000232,2007,U,6.5235473,-10.35155595,96,96,WGS84,2000,4,4024.600026,320.5575436,1006,13,1255.500022,100.0000001,,
LB198600000374,1986,U,6.5333,-10.35,9999,99,WGS84,2000,4,4075.327775,324.5984064,1019,13,1255.498394,100.0000001,,
LB201300000057,2013,U,6.532186,-10.344355,69,94,WGS84,2000,4,3871.644671,308.376537,968,13,1255.492627,100.0000003,,
LB201300000143,2013,U,5.203651,-7.659768,119,113,WGS84,2000,2,1715.828814,136.6658834,858,66,1255.491694,100,,
LB201100000078,2011,U,4.591642,-7.6661,9999,54,WGS84,2000,2,2510.972974,200.0000002,1255,220,1255.486492,100.0000005,,
LB200700000010,2007,U,6.539330788,-10.33825718,-18,84,WGS84,2000,4,3766.067234,299.968787,942,13,1255.486372,100.0000002,,
LB201100000080,2011,U,4.595122,-7.6667,9999,70,WGS84,2000,2,2508.261492,199.7841286,1254,220,1255.485862,99.99999994,,
LB201300000039,2013,U,4.582319,-7.667833,68,46,WGS84,2000,2,2510.969468,200.0000002,1255,220,1255.484731,99.99999985,,
LB201300000102,2013,U,6.533264,-10.336248,103,97,WGS84,2000,3,3766.453046,299.9999995,1255,13,1255.484353,100.0000002,,
LB201300000109,2013,U,6.53365,-10.331801,68,86,WGS84,2000,3,3766.439547,300.0000014,1255,13,1255.47985,100.0000005,,
LB201100000066,2011,U,6.306837,-10.329718,9999,47,WGS84,2000,4,4762.869372,379.3669076,1191,448,1255.478344,99.99999994,,
LB201100000079,2011,U,4.579531,-7.677527,9999,51,WGS84,2000,2,2381.796841,189.7128217,1191,220,1255.474892,100.0000001,,
LB201100000069,2011,U,6.534647,-10.326792,9999,109,WGS84,2000,3,3766.424352,299.9999997,1255,13,1255.474786,100,,
LB201300000282,2013,U,4.58869,-7.685291,57,55,WGS84,2000,2,2121.329018,168.9673206,1061,220,1255.467043,100.0000003,,
LB201300000113,2013,U,4.576644,-7.692446,39,51,WGS84,2000,2,1771.177196,141.0779599,886,220,1255.459889,100.0000001,,
LB201100000060,2011,U,8.374021,-10.206909,9999,454,WGS84,2000,1,1255.354684,100.0000005,1255,69,1255.354682,100.0000003,,
LB201300000256,2013,U,8.371047,-10.205139,451,445,WGS84,2000,1,1255.353083,99.99999983,1255,69,1255.353087,100.0000001,,
LB201300000021,2013,U,8.230198,-10.17162,473,468,WGS84,2000,2,2510.646861,199.9999992,1255,84,1255.323434,99.9999999,,
LB201300000154,2013,U,5.773428,-7.84845,204,199,WGS84,2000,2,2510.622374,199.9999999,1255,180,1255.311189,100.0000001,,
LB201300000275,2013,U,5.182788,-7.875613,204,204,WGS84,2000,3,2895.937604,230.698952,965,47,1255.288585,100.0000002,,
LB200700000291,2007,U,5.190871303,-7.885272077,193,193,WGS84,2000,3,3319.023146,264.4049384,1106,47,1255.280314,99.99999987,,
