DHSID,DHSYEAR,URBAN_RURA,LATNUM,LONGNUM,ALT_GPS,ALT_DEM,DATUM,BUFF_DIST,intersect_count,area_overlap,percent_overlap,area_by_count,nearest_concession,area_overlap_dissolved,percent_overlap_dissolved,total_dist,avg_dist
LB198600000383,1986,U,5.8833,-10.05,9999,10,WGS84,2000,3,77.86615256,6.203358092,26,143,38.93307675,3.101679084,82948816,139175.8658
LB200700000025,2007,U,6.27815016,-10.77032137,0,13,WGS84,2000,1,25.19416709,2.005907873,25,573,25.19418581,2.005909364,87814105,147339.1023
LB201300000055,2013,U,7.240898,-8.9805,285,272,WGS84,2000,1,22.32508424,1.779166044,22,87,22.32508424,1.779166044,103680276,173960.1946
LB200700000133,2007,U,6.359787454,-10.78089888,0,6,WGS84,2000,2,20.66935599,1.645633477,10,155,20.66935446,1.645633355,86666124,145412.9597
LB201300000133,2013,U,6.352067,-10.784382,29,7,WGS84,2000,1,20.11890167,1.601801837,20,155,20.11889191,1.601801059,86924731,145846.8641
LB201300000237,2013,U,6.34917,-10.778721,26,7,WGS84,2000,1,20.11890167,1.601811613,20,155,20.11889191,1.601810836,86766686,145581.6879
LB201300000300,2013,U,6.340102,-10.779565,9999,6,WGS84,2000,1,20.11890167,1.601810094,20,155,20.11889191,1.601809316,86956784,145900.6443
LB200700000040,2007,U,6.335758321,-10.77021135,0,6,WGS84,2000,1,20.11889183,1.6018254,20,155,20.11889159,1.601825381,86697063,145464.8708
LB200700000154,2007,U,6.337968932,-10.77916261,0,7,WGS84,2000,1,20.11889183,1.601809999,20,155,20.11889159,1.60180998,86980351,145940.1862
LB200700000156,2007,U,6.342899509,-10.7750921,0,5,WGS84,2000,1,20.11889183,1.601817045,20,155,20.11889159,1.601817026,86744845,145545.0419
LB200700000159,2007,U,6.344309772,-10.77494176,0,6,WGS84,2000,1,20.11889183,1.601817309,20,155,20.11889159,1.60181729,86714453,145494.0487
LB200700000201,2007,U,6.33480388,-10.77544581,0,5,WGS84,2000,1,20.11889183,1.601816395,20,155,20.11889159,1.601816376,86902755,145809.9916
LB200700000247,2007,U,6.336799189,-10.76877291,0,9,WGS84,2000,1,20.11889183,1.601827886,20,155,20.11889159,1.601827867,86626740,145346.8792
LB198600000339,1986,U,6.3556,-10.7833,9999,7,WGS84,2000,1,20.11889555,1.601803249,20,155,20.11889089,1.601802877,86824755,145679.1191
LB198600000340,1986,U,6.3556,-10.7833,9999,7,WGS84,2000,1,20.11889555,1.601803249,20,155,20.11889089,1.601802877,86824755,145679.1191
LB198600000341,1986,U,6.3556,-10.7833,9999,7,WGS84,2000,1,20.11889555,1.601803249,20,155,20.11889089,1.601802877,86824755,145679.1191
LB198600000344,1986,U,6.3417,-10.775,9999,5,WGS84,2000,1,20.11889555,1.601817498,20,155,20.11889089,1.601817127,86762824,145575.2081
LB198600000345,1986,U,6.3417,-10.775,9999,5,WGS84,2000,1,20.11889555,1.601817498,20,155,20.11889089,1.601817127,86762824,145575.2081
LB201100000105,2011,U,6.337239,-10.785368,9999,4,WGS84,2000,1,19.80482704,1.576794461,20,155,19.80481477,1.576793484,87220878,146343.755
LB200700000226,2007,U,6.361951783,-10.7764311,0,7,WGS84,2000,2,19.57322027,1.558369872,10,155,19.57321825,1.558369711,86466726,145078.3993
LB201300000097,2013,U,6.356546,-10.769742,14,7,WGS84,2000,1,17.92449573,1.427112861,18,155,17.92448802,1.427112247,86315403,144824.5017
LB200700000108,2007,U,6.334649247,-10.76598181,0,7,WGS84,2000,1,17.28631919,1.376307954,17,155,17.28631755,1.376307823,86565956,145244.8926
LB200700000139,2007,U,5.879446846,-10.04504065,23,11,WGS84,2000,2,34.12290977,2.718476358,17,143,17.06145057,1.359237836,83028370,139309.3456
LB200700000121,2007,U,6.356874974,-10.76663233,0,9,WGS84,2000,1,15.85277328,1.262170628,16,155,15.85277285,1.262170594,86198593,144628.5117
LB198600000346,1986,U,6.3333,-10.7667,9999,4,WGS84,2000,1,14.10039508,1.122649106,14,155,14.10039262,1.12264891,86616058,145328.9564
LB201300000188,2013,U,5.874767,-10.052686,16,14,WGS84,2000,2,24.56131715,1.956721602,12,143,12.28065561,0.978360565,83239344,139663.3289
LB198600000337,1986,U,6.3231,-10.8028,9999,5,WGS84,2000,1,12.09834524,0.963211706,12,573,12.0983587,0.963212778,88129114,147867.6409
LB201300000314,2013,U,6.367611,-10.778167,9999,3,WGS84,2000,2,11.89212289,0.946818743,6,144,11.89212144,0.946818627,86437293,145029.0151
LB200700000157,2007,U,6.356457101,-10.79221163,0,7,WGS84,2000,1,11.14977505,0.887701492,11,155,11.14977707,0.887701653,87141135,146209.9581
LB201100000102,2011,U,6.362465,-10.768001,9999,7,WGS84,2000,2,9.636952356,0.767276516,5,155,9.636948077,0.767276176,86153879,144553.4883
LB200900000099,2009,U,6.318949,-10.734884,9999,6,WGS84,2000,0,0,0,0,155,9.619330396,0.758900562,85772358,143913.3523
LB201100000089,2011,U,6.379261,-10.790773,9999,11,WGS84,2000,1,9.068296319,0.721983484,9,144,9.068295543,0.721983423,86721462,145505.8087
LB200700000005,2007,U,6.369884359,-10.78871485,0,9,WGS84,2000,1,9.068297527,0.721985164,9,144,9.068295482,0.721985001,86790726,145622.0235
LB200700000261,2007,U,6.371534388,-10.77871714,0,11,WGS84,2000,1,9.068297527,0.721992969,9,144,9.068295482,0.721992806,86394214,144956.7349
LB201100000088,2011,U,6.367844,-10.78507,9999,9,WGS84,2000,1,8.92797145,0.710815705,9,144,8.927970345,0.710815617,86687821,145449.3641
LB201300000135,2013,R,6.353305,-10.718125,14,7,WGS84,5000,1,8.623199247,0.109812582,9,530,8.623182098,0.109812364,84604125,141953.2299
LB201300000158,2013,U,5.878635,-10.041765,18,11,WGS84,2000,2,15.72121957,1.252467983,8,143,7.860608997,0.626233929,83027369,139307.6661
LB201300000172,2013,U,6.373394,-10.79535,15,9,WGS84,2000,1,7.567119938,0.602462481,8,144,7.567117312,0.602462272,86984248,145946.7248
LB200700000145,2007,U,6.370298386,-10.79339888,0,10,WGS84,2000,1,7.10334596,0.565539928,7,144,7.103343631,0.565539743,86959589,145905.3507
LB200700000293,2007,U,6.293703778,-10.79510295,0,17,WGS84,2000,1,5.828823053,0.464066527,6,573,5.828820855,0.464066352,88406663,148333.3272
LB198600000118,1986,U,4.9833,-9.0333,9999,2,WGS84,2000,1,4.472774333,0.356451351,4,72,4.472768095,0.356450854,122896271,206201.797
LB198600000119,1986,U,4.9833,-9.0333,9999,2,WGS84,2000,1,4.472774333,0.356451351,4,72,4.472768095,0.356450854,122896271,206201.797
LB198600000120,1986,U,4.9833,-9.0333,9999,2,WGS84,2000,1,4.472774333,0.356451351,4,72,4.472768095,0.356450854,122896271,206201.797
LB198600000121,1986,U,4.9833,-9.0333,9999,2,WGS84,2000,1,4.472774333,0.356451351,4,72,4.472768095,0.356450854,122896271,206201.797
LB201300000104,2013,U,5.873221,-10.039208,8,13,WGS84,2000,1,4.200306846,0.334627877,4,286,4.200310243,0.334628148,83176580,139558.0201
LB201100000100,2011,U,6.328796,-10.768341,9999,10,WGS84,2000,1,3.754357015,0.298914894,4,155,3.754354721,0.298914711,86757103,145565.6091
LB201100000103,2011,U,6.365558,-10.79327,9999,5,WGS84,2000,1,3.662839057,0.291620598,4,144,3.6628376,0.291620482,87030714,146024.6879
LB200700000266,2007,U,6.330234914,-10.79203588,0,6,WGS84,2000,1,3.256049746,0.25923397,3,155,3.256049933,0.259233985,87594780,146971.1074
LB201300000308,2013,U,6.334295,-10.795451,12,5,WGS84,2000,1,2.843431366,0.22638207,3,155,2.843428531,0.226381844,87648337,147060.9681
LB201300000250,2013,U,6.328892,-10.794851,9999,7,WGS84,2000,1,0.63041778,0.050191249,1,155,0.630416483,0.050191146,87724220,147188.2886
LB200700000183,2007,U,5.878991967,-10.03850661,45,14,WGS84,2000,2,0.337627827,0.026897971,0,143,0.168812596,0.013448881,82990643,139246.0453
LB201100000026,2011,U,5.873081,-10.045397,9999,12,WGS84,2000,2,0.150048859,0.011953968,0,143,0.075024429,0.005976984,83231204,139649.6711
LB201300000126,2013,U,7.524283,-10.001502,444,436,WGS84,2000,4,0.009548481,7.61E-04,0,21,0.002409116,1.92E-04,95554180,160325.8054
LB198600000310,1986,U,8.4167,-9.75,9999,544,WGS84,2000,0,0,0,0,232,0,0,142234235,238648.0453
LB198600000311,1986,U,8.4167,-9.75,9999,544,WGS84,2000,0,0,0,0,232,0,0,142234235,238648.0453
LB198600000321,1986,U,6.3167,-10.8,9999,5,WGS84,2000,0,0,0,0,573,0,0,88143830,147892.3322
LB198600000322,1986,U,6.25,-10.7,9999,31,WGS84,2000,0,0,0,0,579,0,0,85989659,144277.9513
LB198600000323,1986,U,6.2667,-10.7333,9999,9,WGS84,2000,0,0,0,0,573,0,0,86750965,145555.3104
LB198600000324,1986,U,6.2667,-10.7333,9999,9,WGS84,2000,0,0,0,0,573,0,0,86750965,145555.3104
LB198600000325,1986,U,6.3167,-10.8,9999,5,WGS84,2000,0,0,0,0,573,0,0,88143830,147892.3322
LB198600000326,1986,U,6.2917,-10.7883,9999,9,WGS84,2000,0,0,0,0,573,0,0,88194703,147977.6896
LB198600000327,1986,U,6.2917,-10.7744,9999,10,WGS84,2000,0,0,0,0,573,0,0,87687100,147126.0067
LB198600000328,1986,U,6.2908,-10.7589,9999,10,WGS84,2000,0,0,0,0,573,0,0,87149929,146224.7131
LB198600000329,1986,U,6.3167,-10.8,9999,5,WGS84,2000,0,0,0,0,573,0,0,88143830,147892.3322
LB198600000330,1986,U,6.3167,-10.8,9999,5,WGS84,2000,0,0,0,0,573,0,0,88143830,147892.3322
LB198600000331,1986,U,6.3167,-10.8,9999,5,WGS84,2000,0,0,0,0,573,0,0,88143830,147892.3322
LB198600000332,1986,U,6.3083,-10.7994,9999,20,WGS84,2000,0,0,0,0,573,0,0,88281662,148123.594
LB198600000333,1986,U,6.3078,-10.8028,9999,12,WGS84,2000,0,0,0,0,573,0,0,88418728,148353.5705
LB198600000334,1986,U,6.3056,-10.8003,9999,9,WGS84,2000,0,0,0,0,573,0,0,88367488,148267.5973
LB198600000336,1986,U,6.3247,-10.8,9999,5,WGS84,2000,0,0,0,0,573,0,0,87994161,147641.2097
LB198600000338,1986,U,6.325,-10.8,9999,5,WGS84,2000,0,0,0,0,573,0,0,87988609,147631.8943
LB198600000342,1986,U,6.3167,-10.8,9999,5,WGS84,2000,0,0,0,0,573,0,0,88143830,147892.3322
LB198600000343,1986,U,6.3167,-10.8,9999,5,WGS84,2000,0,0,0,0,573,0,0,88143830,147892.3322
LB198600000365,1986,U,7,-9.4833,9999,245,WGS84,2000,0,0,0,0,527,0,0,84339319,141508.9245
LB198600000392,1986,U,7.1,-8.6333,9999,351,WGS84,5000,0,0,0,0,87,0,0,112137296,188149.8255
LB198600000393,1986,U,7.0167,-8.6667,9999,322,WGS84,5000,0,0,0,0,87,0,0,108930297,182768.9547
LB198600000395,1986,U,7.0167,-8.7167,9999,285,WGS84,2000,0,0,0,0,87,0,0,107019032,179562.1342
LB198600000403,1986,U,6.9667,-8.8333,9999,229,WGS84,2000,0,0,0,0,466,0,0,101705763,170647.2534
LB198600000408,1986,U,4.375,-7.7167,9999,10,WGS84,2000,0,0,0,0,220,0,0,192493970,322976.4597
LB200700000001,2007,U,5.463557217,-9.590561677,13,4,WGS84,2000,0,0,0,0,572,0,0,96781198,162384.5604
LB200700000006,2007,U,6.332379067,-10.74147761,0,8,WGS84,2000,0,0,0,0,155,0,0,85751410,143878.2047
LB200700000012,2007,U,4.37033121,-7.713045682,8,6,WGS84,2000,0,0,0,0,220,0,0,192867990,323604.0101
LB200700000018,2007,U,6.275520565,-10.68615198,0,18,WGS84,2000,0,0,0,0,579,0,0,85008572,142631.8322
LB200700000030,2007,U,6.99114183,-9.470106039,264,255,WGS84,2000,0,0,0,0,527,0,0,84401076,141612.5436
LB200700000035,2007,R,7.158555624,-8.390612271,242,327,WGS84,5000,0,0,0,0,81,0,0,123709281,207565.9077
LB200700000039,2007,U,6.319450393,-10.73751904,0,7,WGS84,2000,0,0,0,0,155,0,0,85852829,144048.3708
LB200700000048,2007,U,0,0,9999,9999,WGS84,2000,0,0,0,0,220,0,0,769396800,1290934.228
LB200700000050,2007,R,8.460071943,-9.638977261,530,585,WGS84,5000,0,0,0,0,134,0,0,145583653,244267.8742
LB200700000053,2007,U,4.389053839,-7.71352995,0,13,WGS84,2000,0,0,0,0,220,0,0,191971935,322100.5621
LB200700000054,2007,U,6.321646832,-10.74502719,0,7,WGS84,2000,0,0,0,0,155,0,0,86069987,144412.7299
LB200700000055,2007,U,6.332192858,-10.72611092,0,8,WGS84,2000,0,0,0,0,155,0,0,85234648,143011.1544
LB200700000057,2007,U,6.267655932,-10.70889512,0,19,WGS84,2000,0,0,0,0,579,0,0,85909356,144143.2148
LB200700000061,2007,U,6.282655415,-10.74474239,0,8,WGS84,2000,0,0,0,0,573,0,0,86817275,145666.5688
LB200700000062,2007,U,4.391679484,-7.69454643,5,14,WGS84,2000,0,0,0,0,220,0,0,192662712,323259.5839
LB200700000064,2007,U,6.2920648,-10.69801619,0,6,WGS84,2000,0,0,0,0,579,0,0,85061379,142720.4346
LB200700000065,2007,U,6.363539889,-10.72703889,0,7,WGS84,2000,0,0,0,0,530,0,0,84727587,142160.3809
LB200700000066,2007,U,6.294964087,-10.78597728,0,15,WGS84,2000,0,0,0,0,573,0,0,88044331,147725.3876
LB200700000067,2007,U,6.321625716,-10.8014651,0,6,WGS84,2000,0,0,0,0,573,0,0,88106329,147829.4111
LB200700000068,2007,U,6.281745142,-10.7354715,0,35,WGS84,2000,0,0,0,0,573,0,0,86515777,145160.6997
LB200700000069,2007,U,0,0,9999,9999,WGS84,2000,0,0,0,0,220,0,0,769396800,1290934.228
LB200700000073,2007,U,6.255810841,-10.67918973,0,15,WGS84,2000,0,0,0,0,579,0,0,85194441,142943.693
LB200700000085,2007,U,6.265063934,-10.6912829,0,18,WGS84,2000,0,0,0,0,579,0,0,85387832,143268.1745
LB200700000097,2007,R,0,0,9999,9999,WGS84,5000,0,0,0,0,220,0,0,769396800,1290934.228
LB200700000101,2007,U,4.382618102,-7.703374105,8,9,WGS84,2000,0,0,0,0,220,0,0,192705911,323332.0654
LB200700000102,2007,U,4.381068736,-7.719354185,12,15,WGS84,2000,0,0,0,0,220,0,0,192097020,322310.4362
LB200700000104,2007,R,0,0,9999,9999,WGS84,5000,0,0,0,0,220,0,0,769396800,1290934.228
LB200700000107,2007,U,6.301057243,-10.76612362,0,13,WGS84,2000,0,0,0,0,573,0,0,87204362,146316.0436
LB200700000110,2007,R,7.164837329,-8.563750875,345,344,WGS84,5000,0,0,0,0,115,0,0,116522382,195507.3523
LB200700000114,2007,R,7.339815789,-9.225973457,453,394,WGS84,5000,0,0,0,0,470,0,0,99912372,167638.2081
LB200700000116,2007,U,6.306713155,-10.69733435,0,20,WGS84,2000,0,0,0,0,579,0,0,84758263,142211.8507
LB200700000117,2007,U,6.251928184,-10.69527149,0,14,WGS84,2000,0,0,0,0,579,0,0,85794107,143949.844
LB200700000124,2007,R,4.705324541,-7.588394225,-8,16,WGS84,5000,0,0,0,0,57,0,0,183902768,308561.6913
LB200700000127,2007,U,6.311027332,-10.72034152,0,17,WGS84,2000,0,0,0,0,155,0,0,85430834,143340.3255
LB200700000135,2007,U,4.368491214,-7.726200092,11,6,WGS84,2000,0,0,0,0,220,0,0,192397105,322813.9346
LB200700000143,2007,U,6.046983718,-8.120132605,216,210,WGS84,2000,0,0,0,0,83,0,0,124995889,209724.646
LB200700000149,2007,R,0,0,9999,9999,WGS84,5000,0,0,0,0,220,0,0,769396800,1290934.228
LB200700000155,2007,R,6.90429941,-8.323748127,297,251,WGS84,5000,0,0,0,0,127,0,0,121258015,203453.0453
LB200700000160,2007,U,5.452184701,-9.581757278,-67,2,WGS84,2000,0,0,0,0,572,0,0,97252198,163174.8289
LB200700000161,2007,U,6.320989236,-10.79927624,0,22,WGS84,2000,0,0,0,0,573,0,0,88036064,147711.5168
LB200700000165,2007,U,6.32267096,-10.72424093,0,8,WGS84,2000,0,0,0,0,155,0,0,85344581,143195.6057
LB200700000169,2007,U,0,0,9999,9999,WGS84,2000,0,0,0,0,220,0,0,769396800,1290934.228
LB200700000172,2007,U,4.378994157,-7.710222272,9,13,WGS84,2000,0,0,0,0,220,0,0,192582722,323125.3725
LB200700000188,2007,U,6.289754998,-10.6972594,0,15,WGS84,2000,0,0,0,0,579,0,0,85082148,142755.2819
LB200700000192,2007,U,5.888548951,-10.02363094,21,12,WGS84,2000,0,0,0,0,233,0,0,82588045,138570.5453
LB200700000193,2007,U,8.425132109,-9.752628496,549,551,WGS84,2000,0,0,0,0,232,0,0,142708601,239443.9614
LB200700000194,2007,U,6.303497899,-10.68871954,0,21,WGS84,2000,0,0,0,0,579,0,0,84543149,141850.9211
LB200700000207,2007,U,6.293455705,-10.68242327,0,20,WGS84,2000,0,0,0,0,579,0,0,84535251,141837.6695
LB200700000210,2007,U,6.985021803,-9.458704132,237,258,WGS84,2000,0,0,0,0,527,0,0,84495238,141770.5336
LB200700000211,2007,U,6.353147965,-10.74837592,0,10,WGS84,2000,0,0,0,0,155,0,0,85621818,143660.7685
LB200700000213,2007,U,6.362747777,-10.74239289,0,8,WGS84,2000,0,0,0,0,379,0,0,85255057,143045.3977
LB200700000215,2007,U,8.414993938,-9.758380632,545,545,WGS84,2000,0,0,0,0,232,0,0,142085491,238398.4748
LB200700000217,2007,U,6.302956462,-10.80111612,0,14,WGS84,2000,0,0,0,0,573,0,0,88449419,148405.0654
LB200700000236,2007,U,6.338399186,-10.71953091,0,12,WGS84,2000,0,0,0,0,155,0,0,84906191,142460.052
LB200700000245,2007,R,6.900907544,-8.918510721,232,225,WGS84,5000,0,0,0,0,504,0,0,97475903,163550.1728
LB200700000248,2007,U,6.305813924,-10.80031646,0,17,WGS84,2000,0,0,0,0,573,0,0,88363960,148261.6779
LB200700000254,2007,R,6.792511461,-8.357885796,235,247,WGS84,5000,0,0,0,0,96,0,0,117842088,197721.6242
LB200700000262,2007,U,8.425081927,-9.762150393,549,548,WGS84,2000,0,0,0,0,232,0,0,142650627,239346.6896
LB200700000275,2007,U,6.284759263,-10.75016485,0,25,WGS84,2000,0,0,0,0,573,0,0,86963733,145912.3037
LB200700000282,2007,U,4.392157556,-7.717959415,-13,10,WGS84,2000,0,0,0,0,220,0,0,191638209,321540.6191
LB200700000284,2007,U,6.284786059,-10.74288867,0,11,WGS84,2000,0,0,0,0,573,0,0,86709872,145486.3624
LB200700000286,2007,U,6.283196919,-10.67801084,0,19,WGS84,2000,0,0,0,0,579,0,0,84596387,141940.2466
LB200700000289,2007,R,7.057532185,-8.577901472,274,327,WGS84,5000,0,0,0,0,555,0,0,113364910,190209.5805
LB200700000292,2007,U,7.007470859,-9.471823762,255,252,WGS84,2000,0,0,0,0,527,0,0,84742914,142186.0973
LB200700000295,2007,R,7.022873998,-8.758981718,225,250,WGS84,5000,0,0,0,0,87,0,0,105583636,177153.7517
LB200700000298,2007,U,0,0,9999,9999,WGS84,2000,0,0,0,0,220,0,0,769396800,1290934.228
LB200900000005,2009,R,6.745443,-10.806936,9999,49,WGS84,5000,3,9553.732213,121.6511537,3185,460,0,0,,
LB200900000006,2009,R,6.693914,-10.742189,9999,36,WGS84,5000,2,10040.98535,127.8643888,5020,55,0,0,,
LB200900000007,2009,R,6.953674,-10.892484,9999,110,WGS84,5000,2,3250.755057,41.38912549,1625,461,0,0,91583347,153663.3339
LB200900000009,2009,R,6.607233,-10.625238,9999,80,WGS84,5000,3,15153.47273,192.9910062,5051,6,0,0,,
LB200900000010,2009,U,6.812796,-10.363888,9999,165,WGS84,2000,2,511.3529156,40.72863904,256,562,0,0,76290114,128003.547
LB200900000014,2009,R,7.089983,-9.458551,9999,277,WGS84,5000,1,2759.203699,35.16642664,2759,54,0,0,87056916,146068.651
LB200900000016,2009,R,7.011212,-10.073473,9999,196,WGS84,5000,5,12249.87684,156.0819175,2450,6,0,0,,
LB200900000018,2009,R,6.984622,-9.728772,9999,288,WGS84,5000,4,18901.19843,240.8749892,4725,85,0,0,,
LB200900000019,2009,U,7.053907,-10.484946,9999,180,WGS84,2000,3,1420.177268,113.1036775,473,17,0,0,83034411,139319.4815
LB200900000020,2009,U,6.98128,-10.785255,9999,106,WGS84,2000,1,1256.014957,100.0000003,1256,461,0,0,,
LB200900000021,2009,R,7.483287,-10.013236,9999,441,WGS84,5000,5,19451.00266,247.8447005,3890,238,0,0,,
LB200900000022,2009,R,7.097065,-10.394859,9999,290,WGS84,5000,2,12446.51727,158.5494448,6223,6,0,0,,
LB200900000023,2009,R,6.956912,-10.7791,9999,89,WGS84,5000,6,11829.7657,150.637395,1972,461,0,0,,
LB200900000024,2009,R,7.26792,-9.801394,9999,277,WGS84,5000,3,11075.47026,141.1399849,3692,486,0,0,,
LB200900000028,2009,R,6.486082,-10.112161,9999,105,WGS84,5000,5,13986.26232,178.2013913,2797,70,0,0,,
LB200900000029,2009,R,6.618727,-9.846887,9999,184,WGS84,5000,2,7135.364221,90.92722734,3568,313,0,0,,
LB200900000030,2009,R,6.379917,-9.581855,9999,212,WGS84,5000,6,31144.66667,396.927518,5191,3,0,0,,
LB200900000032,2009,R,5.865969,-9.713612,9999,79,WGS84,5000,3,7298.564345,93.01272756,2433,17,0,0,,
LB200900000033,2009,R,5.874646,-9.839667,9999,41,WGS84,5000,3,3295.541472,41.99580587,1099,329,0,0,82447052,138333.9799
LB200900000036,2009,U,6.818351,-11.145183,9999,39,WGS84,2000,2,2383.616154,189.6947935,1192,68,0,0,,
LB200900000037,2009,R,6.66324,-11.167076,9999,9,WGS84,5000,2,11669.09307,148.5224212,5835,68,0,0,,
LB200900000038,2009,R,6.876901,-11.217633,9999,28,WGS84,5000,4,10655.14819,135.608168,2664,552,0,0,,
LB200900000040,2009,R,7.1285,-11.040508,9999,186,WGS84,5000,7,12907.77806,164.3151036,1844,473,0,0,,
LB200900000042,2009,R,7.114766,-11.193521,9999,63,WGS84,5000,15,28405.96173,361.5351011,1894,102,0,0,,
LB200900000043,2009,R,6.982144,-11.384609,9999,12,WGS84,5000,3,3611.81949,45.9570141,1204,512,0,0,115350802,193541.6141
LB200900000044,2009,R,6.982582,-11.296025,9999,45,WGS84,5000,3,329.0859383,4.18783463,110,567,0,0,110383833,185207.7735
LB200900000050,2009,R,6.246222,-7.993428,9999,257,WGS84,5000,2,7451.608741,94.94864115,3726,93,0,0,,
LB200900000051,2009,R,6.24402,-8.627597,9999,258,WGS84,5000,3,18516.38365,235.9988955,6172,124,0,0,,
LB200900000052,2009,R,6.011002,-7.889444,9999,230,WGS84,5000,0,0,0,0,564,0,0,136568506,229141.7886
LB200900000054,2009,U,4.668925,-8.235397,9999,16,WGS84,2000,2,1254.676864,99.97190572,627,533,0,0,,
LB200900000055,2009,U,4.679553,-8.245543,9999,20,WGS84,2000,1,1255.023566,100.0000002,1255,533,0,0,,
LB200900000056,2009,R,4.645356,-8.253268,9999,21,WGS84,5000,2,7844.586593,99.96968776,3922,436,0,0,,
LB200900000058,2009,R,4.902204,-8.16217,9999,94,WGS84,5000,4,7549.00471,96.19864178,1887,109,0,0,,
LB200900000059,2009,R,4.814491,-8.548286,9999,32,WGS84,5000,3,9703.75962,123.6759053,3235,533,0,0,,
LB200900000060,2009,U,8.374021,-10.206909,9999,454,WGS84,2000,1,1255.354697,100.0000004,1255,69,0,0,,
LB200900000061,2009,U,8.059294,-10.496419,9999,265,WGS84,2000,1,1255.650992,100.0000001,1256,132,0,0,,
LB200900000063,2009,R,8.41246,-10.255425,9999,439,WGS84,5000,1,6614.653264,84.27014256,6615,69,0,0,,
LB200900000065,2009,R,8.32851,-9.855473,9999,601,WGS84,5000,2,7565.767797,96.41167867,3783,232,0,0,,
LB200900000074,2009,R,6.307291,-10.525769,9999,14,WGS84,5000,4,150.0968807,1.911777733,38,197,0,0,79933528,134116.6577
LB200900000078,2009,U,4.591642,-7.6661,9999,54,WGS84,2000,2,2510.972978,200.0000005,1255,220,0,0,,
LB200900000079,2009,U,4.579531,-7.677527,9999,51,WGS84,2000,2,2381.796835,189.7128205,1191,220,0,0,,
LB200900000080,2009,U,4.595122,-7.6667,9999,70,WGS84,2000,2,2508.261495,199.7841285,1254,220,0,0,,
LB200900000081,2009,R,4.978161,-7.89225,9999,137,WGS84,5000,2,7848.563824,100.0000097,3924,75,0,0,,
LB200900000083,2009,R,4.842775,-7.698737,9999,60,WGS84,5000,4,20334.40039,259.0475564,5084,30,0,0,,
LB200900000084,2009,R,4.759188,-7.621161,9999,47,WGS84,5000,2,1540.267347,19.62079853,770,57,0,0,180183864,302321.9195
LB200900000085,2009,R,4.996882,-7.844412,9999,152,WGS84,5000,3,7753.98628,98.79172615,2585,75,0,0,,
LB200900000092,2009,U,6.271702,-10.668128,9999,14,WGS84,2000,0,0,0,0,579,0,0,84516653,141806.4648
LB200900000093,2009,U,6.288494,-10.664173,9999,32,WGS84,2000,0,0,0,0,211,0,0,84060863,141041.7164
LB200900000094,2009,U,6.306825,-10.667204,9999,31,WGS84,2000,0,0,0,0,211,0,0,83807169,140616.0554
LB200900000095,2009,U,6.308266,-10.691296,9999,14,WGS84,2000,0,0,0,0,579,0,0,84535628,141838.302
LB200900000098,2009,U,6.320711,-10.718095,9999,7,WGS84,2000,0,0,0,0,155,0,0,85175957,142912.6795
LB200900000113,2009,U,6.482704,-10.530184,9999,47,WGS84,2000,3,1089.695213,86.78018779,363,530,0,0,,
LB200900000116,2009,R,6.396071,-10.473326,9999,39,WGS84,5000,3,6373.544951,81.18346463,2125,464,0,0,,
LB200900000118,2009,R,6.701641,-10.409871,9999,137,WGS84,5000,2,10784.14189,137.3714594,5392,55,0,0,,
LB200900000122,2009,R,6.785119,-8.646067,9999,270,WGS84,5000,2,12510.97962,159.4582225,6255,96,0,0,,
LB200900000124,2009,R,7.392357,-8.449467,9999,435,WGS84,5000,1,2323.55665,29.61321928,2324,505,0,0,127715590,214287.9027
LB200900000126,2009,R,7.385457,-8.815659,9999,381,WGS84,5000,3,6670.109898,85.01598478,2223,469,0,0,113564716,190544.8255
LB200900000128,2009,R,6.452094,-8.947794,9999,244,WGS84,5000,4,7944.348066,101.2581426,1986,16,0,0,,
LB200900000129,2009,U,5.479295,-9.597786,9999,0,WGS84,2000,0,0,0,0,572,0,0,96150036,161325.5638
LB200900000130,2009,U,5.482325,-9.590078,9999,6,WGS84,2000,0,0,0,0,17,0,0,96057198,161169.7953
LB200900000131,2009,R,5.563643,-9.327296,9999,94,WGS84,5000,5,2599.457741,33.13146808,520,565,0,0,95411279,160086.0386
LB200900000132,2009,R,5.91462,-9.293369,9999,120,WGS84,5000,2,9326.750814,118.875152,4663,534,0,0,,
LB200900000135,2009,R,6.030183,-9.288883,9999,196,WGS84,5000,3,12341.39484,157.2987631,4114,113,0,0,,
LB200900000136,2009,R,5.791433,-9.543388,9999,80,WGS84,5000,4,17374.09189,221.4293793,4344,17,0,0,,
LB200900000140,2009,R,5.436782,-7.622722,9999,158,WGS84,5000,3,15702.2941,200.0252304,5234,94,0,0,,
LB200900000142,2009,R,5.201622,-7.682278,9999,106,WGS84,5000,4,9940.046325,126.628392,2485,66,0,0,,
LB200900000145,2009,R,5.047491,-8.487729,9999,92,WGS84,5000,3,8027.853741,102.3144149,2676,29,0,0,,
LB200900000147,2009,R,5.243485,-8.387181,9999,109,WGS84,5000,2,5507.08195,70.18494961,2754,531,0,0,,
LB200900000150,2009,R,5.27454,-9.182003,9999,65,WGS84,5000,2,4112.300038,52.4146236,2056,585,0,0,108067237,181320.8674
